unique	title	level1	level2	words
336601344	梓橦山滑雪场全天滑雪票（平日）	1	1	梓 橦 山 滑雪场 全天 滑雪 票 （ 平日 ）
336601343	梓橦山滑雪场全天滑雪票（周末）	1	2	梓 橦 山 滑雪场 全天 滑雪 票 （ 周末 ）
335573438	亚布力新体委滑雪2小时+雪服1套+雪镜成人套票	2	4	亚布力 新 体委 滑雪 2 小时 服 1 套 + 雪 镜 成人 套票
335573430	亚布力新体委滑雪场2小时+森林小火车+野生动物园参观成人套票	1	4	亚布力 新 体委 滑雪场 2 小时 森林 小火车 + 野生动物园 参观 成人 套票
328588128	徐州大景山滑雪场成人票（周末节假日3小时）	1	4	徐州 大 景山 滑雪场 成人 票 （ 周末 节假日 3 小时 ）
328588127	徐州大景山滑雪场成人票（周末节假日）	1	4	徐州 大 景山 滑雪场 成人 票 （ 周末 节假日 ）
333591330	东北亚滑雪场成人票（午连夜）（12.10-2.28）	1	4	东北亚 滑雪场 成人 票 午 连夜 （ 12.10-2.28 ）
330068300	怀北滑雪场周四促销体验票	1	4	怀 北 滑雪场 周四 促销 体验 票
334411080	[平日]云顶滑雪场2天索道成人票（自带雪具）	3	4	[ 平日 ] 云顶 滑雪场 2 天 索道 成人 票 （ 自带 雪具 ）
330052631	金辉滑雪场夜场票	1	4	金辉 滑雪场 夜场 票
330052628	[平日]金辉滑雪4小时票	1	1	[ 平日 ] 金辉 滑雪 4 小时 票
336490378	【节假日】九城宫滑雪3.5小时成人票	1	3	【 节假日 】 九城宫 滑雪 3.5 小时 成人 票
334698383	[周末]五莲山滑雪场全天票	1	2	[ 周末 ] 五莲山 滑雪场 全天 票
334698380	[平日]五莲山滑雪场全天票	1	1	[ 平日 ] 五莲山 滑雪场 全天 票
336489754	梓橦山滑雪场3小时票	1	4	梓 橦 山 滑雪场 3 小时 票
336489297	【平日】云居滑雪场全天滑雪促销票	1	1	【 平日 】 云居 滑雪场 全天 滑雪 促销 票
336488692	【节假日-1小时】白天池滑雪场成人套票	1	3	【 节假日 - 1 小时 】 白天 池 滑雪场 成人 套票
336487177	商量岗滑雪3小时【大门票+滑雪】	1	4	商量 岗 3 小时 【 大 门票 + 滑雪 】
336478938	商量岗滑雪3小时【大门票+滑雪】	1	4	商量 岗 3 小时 【 大 门票 + 滑雪 】
336478105	[周末]临沂茶山滑雪场全天票	1	2	[ 周末 ] 临沂 茶山 滑雪场 全天 票
336478104	[平日]临沂茶山滑雪场全天票	1	1	[ 平日 ] 临沂 茶山 滑雪场 全天 票
336476483	[平日]临沂茶山滑雪场全天票	1	1	[ 平日 ] 临沂 茶山 滑雪场 全天 票
336476482	[周末]临沂茶山滑雪场全天票	1	2	[ 周末 ] 临沂 茶山 滑雪场 全天 票
336088686	[节假日]海阳林山滑雪全天票	1	3	[ 节假日 ] 海阳 林山 滑雪 全天 票
336088683	[节假日]海阳林山滑雪4小时票	1	3	[ 节假日 ] 海阳 林山 滑雪 4 小时 票
330976820	[平日]太白山滑雪成人票	1	1	[ 平日 ] 太白山 滑雪 成人 票
330976819	[周末]太白山滑雪成人票	1	2	[ 周末 ] 太白山 滑雪 成人 票
336471499	[周末/节假日]劳动公园冰雪乐园日场滑雪票	1	4	[ 周末 / 节假日 ] 劳动公园 冰雪 乐园 日场 滑雪 票
334694071	[周末]沁园春滑雪场全天滑雪成人票	1	2	[ 周末 ] 沁园春 滑雪场 全天 滑雪 成人 票
336415493	【平日】富龙滑雪场4小时滑雪票（含索道）	2	4	【 平日 】 富龙 滑雪场 4 小时 滑雪 票 （ 含 索道 ）
336044443	唐山滦州研山滑雪场平日特惠滑雪票	1	1	唐山 滦州 研 山 滑雪场 平日 特惠 滑雪 票
336413152	白天池滑雪场2小时滑雪套票 — 成人票（周一至周五）	1	1	白天 池 滑雪场 2 小时 滑雪 套票 —   成人 票 （ 周一 至 周五 ）
336413151	白天池滑雪场3小时滑雪套票 — 成人票（周一至周五）	1	1	白天 池 滑雪场 3 小时 滑雪 套票 —   成人 票 （ 周一 至 周五 ）
336412794	[节假日]大连将军石滑雪全天成人票	1	3	[ 节假日 ] 大连 将军 石 滑雪 全天 成人 票
336412793	[平日]大连将军石滑雪全天成人票	1	1	[ 平日 ] 大连 将军 石 滑雪 全天 成人 票
325600598	西部长青室内滑雪馆周末全天滑雪成人票（室内馆通用）	1	2	西部 长青 周末 全天 滑雪 成人 票 （ 室内 馆 通用 ）
325600597	西部长青室内滑雪馆平日全天滑雪成人票（室内馆通用）	1	1	西部 长青 平日 全天 滑雪 成人 票 （ 室内 馆 通用 ）
334302880	韩城晋公山滑雪场周内全天票	1	1	韩城 晋公山 滑雪场 周 内 全天 票
336041588	【周末】多乐美地1天滑雪票（自带雪具）	1	2	【 周末 】 多乐 美地 1 天 滑雪 票 （ 自带 雪具 ）
324813112	【平日】长城岭滑雪场全天滑雪票（含雪具）	2	4	【 平日 】 长城 岭 滑雪场 全天 滑雪 票 （ 含 雪具 ）
336412401	天津宝坻区帝景温泉滑雪场嘉年华套票	1	4	天津 宝坻区 帝 景 温泉 滑雪场 嘉年华 套票
336409369	神湖四季庄园滑雪场节假日全天滑雪票	1	3	神湖 四 季 庄园 滑雪场 节假日 全天 滑雪 票
336409368	神湖四季庄园滑雪场周末全天滑雪票	1	2	神湖 四 季 庄园 滑雪场 周末 全天 滑雪 票
332058913	铜川照金国际山地滑雪场周内不限时（戏雪票）	1	1	铜川 照 金 国际 山地 滑雪场 周 内 不限时 （ 戏 雪 票 ）
336038086	[春节]仿山滑雪场3小时票	1	3	[ 春节 ] 仿 山 滑雪场 3 小时 票
336408899	宁夏西夏风情园滑雪场平日全天不限时滑雪门票	1	1	宁夏 西夏 风情园 滑雪场 平日 全天 不限时 滑雪 门票
336408796	毛家峪滑雪场全天试滑票	1	4	毛家峪 滑雪场 全天 试 滑 票
329999001	【平日】安康必捷滑雪场不限时儿童票	1	1	【 平日 】 安康 必 捷 滑雪场 不限时 儿童 票
327481239	莱芜雪野滑雪场季卡	4	4	莱芜 雪 野 滑雪场 季卡
324807499	【周末】长城岭滑雪场全天滑雪票（含雪具）	2	4	【 周末 】 长城 岭 滑雪场 全天 滑雪 票 （ 含 雪具 ）
324807497	【平日】长城岭滑雪场全天滑雪票（含雪具）	2	4	【 平日 】 长城 岭 滑雪场 全天 滑雪 票 （ 含 雪具 ）
324807496	【平日】长城岭滑雪场4小时滑雪票（含雪具）	2	4	【 平日 】 长城 岭 滑雪场 4 小时 滑雪 票 （ 含 雪具 ）
333985852	【平日/周末】塞那都滑雪场通用大套票	1	4	【 平日 / 周末 】 塞那都 滑雪场 通用 大 套票
333985851	【平日/周末】塞那都滑雪场通用小套票	1	4	【 平日 / 周末 】 塞那都 滑雪场 通用 小 套票
334294687	东风湖滑雪+戏雪（大套票）成人票	1	4	东风 湖 滑雪 + 戏 雪 （ 大 套票 ） 成人 票
336404279	[周末]海阳林山滑雪全天票	1	2	[ 周末 ] 海阳 林山 滑雪 全天 票
336404278	[平日]海阳林山滑雪全天票	1	1	[ 平日 ] 海阳 林山 滑雪 全天 票
336404275	[平日]海阳林山滑雪4小时票	1	1	[ 平日 ] 海阳 林山 滑雪 4 小时 票
324389507	【承德市】元宝山滑雪场节假日全天滑雪票	1	3	【 承德市 】 元宝山 滑雪场 节假日 全天 滑雪 票
336403881	[平日]商量岗滑雪3小时+大门票	1	1	[ 平日 ] 商量 岗 滑雪 3 小时 + 大 门票
332053155	天桥沟滑雪场周末/节假日成人票	1	4	天桥沟 滑雪场 周末 / 节假日 成人 票
332053615	大连林海滑雪场节假日全天电子票	1	3	大连 林海 滑雪场 节假日 全天 电子票
332053614	大连林海滑雪场节假日三小时电子票	1	3	大连 林海 滑雪场 节假日 三小时 电子票
330255848	L雪都滑雪场周末滑雪4小时票	1	2	L 雪 都 滑雪场 周末 滑雪 4 小时 票
331177027	铁岭金峰滑雪场学生票电子票	1	4	铁岭 金峰 滑雪场 学生票 电子票
336401579	长春市新立湖滑雪场平日全天门票	1	1	长春市 新 立 湖 滑雪场 平日 全天 门票
336029750	高山全天（8小时）含雪具成人票(1.27-2.3)	2	4	高山 全天 （ 8 小时 ） 含 雪具 成人 票 ( 1.27-2.3 )
336029615	【自动出票】驼山滑雪场平日3小时票	1	1	【 自动 出票 】 驼山 滑雪场 平日 3 小时 票
329983503	狂飚乐园滑雪场平日4小时滑雪票	1	1	狂飚 乐园 滑雪场 平日 4 小时 滑雪 票
329983501	[平日]狂飚乐园滑雪场全天票	1	1	[ 平日 ] 狂飚 乐园 滑雪场 全天 票
329983500	【周末】狂飚乐园滑雪场全天票	1	2	【 周末 】 狂飚 乐园 滑雪场 全天 票
332975591	玉龙湾滑雪场4小时滑雪成人票(全区域A类产品)(周六至周日)	1	2	玉龙湾 滑雪场 4 小时 滑雪 成人 票 全 区域 A类 产品 ( 周六 至 周日 )
330881590	玉泉霜雪滑雪场成人门票电子票（不含餐）	1	4	玉泉 霜雪 滑雪场 成人 门票 电子票 （ 不 含餐 ）
336027899	[春节]仿山滑雪场3小时票	1	3	[ 春节 ] 仿 山 滑雪场 3 小时 票
336398725	和平滑雪场2小时滑雪票	1	4	和平 滑雪场 2 小时 滑雪 票
336027790	和平滑雪场2小时滑雪票（元旦和春节期间初一至初四使用）	1	3	和平 滑雪场 2 小时 滑雪 票 （ 元旦 和 春节期间 初一 至 初四 使用 ）
331767195	[周末]莲青山风景区滑雪3小时成人票	1	2	[ 周末 ] 莲 青山 风景区 滑雪 3 小时 成人 票
331767194	[平日]莲青山风景区滑雪3小时成人票	1	1	[ 平日 ] 莲 青山 风景区 滑雪 3 小时 成人 票
334288509	弓长岭全天滑雪+温泉成人日场通用成人票	2	4	弓长岭 全天 滑雪 + 温泉 日场 通用 成人 票
336397763	北京静之湖滑雪场夜场滑雪	1	4	北京 静之湖 滑雪场 夜场 滑雪
329954188	[平日]狂飚乐园滑雪场全天票	1	1	[ 平日 ] 狂飚 乐园 滑雪场 全天 票
329954187	【周末】狂飚乐园滑雪场全天票	1	2	【 周末 】 狂飚 乐园 滑雪场 全天 票
332046561	铜川照金国际山地滑雪场周内不限时（戏雪票）	1	1	铜川 照 金 国际 山地 滑雪场 周 内 不限时 （ 戏 雪 票 ）
336023819	【节假日】多乐美地4小时B类滑雪套票（含魔毯+拖牵 ）	2	4	【 节假日 】 多乐 美地 4 小时 B 类 滑雪 套票 （ 含 魔毯 + 拖 牵   ）
321469830	多乐美地A类节假日1.5天缆车票790元	3	4	多乐 美地 A类 节假日 1.5 天 缆车 票 790 元
336023795	【周末】多乐美地2天滑雪票（自带雪具）	1	2	【 周末 】 多乐 美地 2 天 滑雪 票 （ 自带 雪具 ）
336023792	【周末】多乐美地4小时滑雪票（自带雪具）	1	2	【 周末 】 多乐 美地 4 小时 滑雪 票 （ 自带 雪具 ）
336023788	【周末】多乐美地1天滑雪票（含雪具）	2	4	【 周末 】 多乐 美地 1 天 滑雪 票 （ 含 雪具 ）
331455973	多乐美地滑雪场-节假日2天（含板）缆车滑雪票	3	4	多乐 美地 滑雪场 - 节假日 2 天 （ 含 板 ） 缆车 滑雪 票
331455971	多乐美地滑雪场-节假日1天（含板）B类魔毯拖牵滑雪票	1	3	多乐 美地 滑雪场 - 节假日 1 天 （ 含 板 ） B 类 魔毯 拖 牵 滑雪 票
211125685	多乐美地滑雪场节假日1天B类票（含板）	1	3	多乐 美地 滑雪场 节假日 1 天 B 类 票 （ 含 板 ）
192430836	多乐美地滑雪场4小时B类雪票（自带板）	1	4	多乐 美地 滑雪场 4 小时 B 类 雪 票 （ 自带 板 ）
191097112	多乐美地滑雪场平日4小时B类票（自带板）	1	1	多乐 美地 滑雪场 平日 4 小时 B 类 票 （ 自带 板 ）
191097093	多乐美地滑雪场平日1.5天（自带板）	1	1	多乐 美地 滑雪场 平日 1.5 天 （ 自带 板 ）
329015034	[周末]云居滑雪场半天票	1	2	[ 周末 ] 云居 滑雪场 半天 票
329015032	[平日]云居滑雪场全天票	1	1	[ 平日 ] 云居 滑雪场 全天 票
329949315	渔阳滑雪场周末全天含雪服柜子套票	2	4	渔阳 滑雪场 周末 全天 含 雪 服 柜子 套票
329638874	渔阳滑雪场周末4小时滑雪票	1	3	渔阳 滑雪场 周末 4 小时 滑雪 票
329638871	渔阳滑雪场平日全天滑雪票	1	1	渔阳 滑雪场 平日 全天 滑雪 票
329638870	渔阳滑雪场平日4小时滑雪票	1	1	渔阳 滑雪场 平日 4 小时 滑雪 票
329315867	渔阳滑雪场雪服柜子套票	2	4	渔阳 滑雪场 雪 服 柜子 套票
329315863	渔阳滑雪场周末全天滑雪票	1	2	渔阳 滑雪场 周末 全天 滑雪 票
336391067	棋盘山滑雪场平日夜场2小时滑雪成人票	1	1	棋盘山 滑雪场 平日 夜场 2 小时 滑雪 成人 票
334281704	棋盘山滑雪场周末夜场2小时滑雪成人票	1	2	棋盘山 滑雪场 周末 夜场 2 小时 滑雪 成人 票
327752729	万龙滑雪场节假日3天含雪具套票	1	3	万龙滑雪场 节假日 3 天 含 雪具 套票
333972077	棋盘山滑雪场周末夜场2小时滑雪成人票	1	2	棋盘山 滑雪场 周末 夜场 2 小时 滑雪 成人 票
336390581	[平日]万龙八易滑雪场4小时票	1	1	[ 平日 ] 万龙 八 易 滑雪场 4 小时 票
333659191	西安沣峪高山滑雪场 沣峪高山滑雪场雪圈成人票	3	4	西安   沣 峪 高山 滑雪场 雪 圈 成人 票
336389326	【南阳市】老界岭滑雪场假日3小时滑雪门票	1	3	【 南阳市 】 老 界 岭 滑雪场 假日 3 小时 滑雪 门票
336389325	【南阳市】老界岭滑雪场假日4小时滑雪门票	1	3	【 南阳市 】 老 界 岭 滑雪场 假日 4 小时 滑雪 门票
336389323	【南阳市】老界岭滑雪场平日4小时滑雪门票	1	1	【 南阳市 】 老 界 岭 滑雪场 平日 4 小时 滑雪 门票
336389322	【南阳市】老界岭滑雪场平日3小时滑雪门票	1	1	【 南阳市 】 老 界 岭 滑雪场 平日 3 小时 滑雪 门票
329311927	八达岭滑雪场夜场票	1	4	八达岭滑雪场 夜场 票
329311924	【节假日】八达岭滑雪场4小时票	1	3	【 节假日 】 八达岭滑雪场 4 小时 票
329311922	[周末]八达岭滑雪场全天票	1	2	[ 周末 ] 八达岭滑雪场 全天 票
329311920	[平日]八达岭滑雪场全天滑雪票（含餐）	2	4	[ 平日 ] 八达岭滑雪场 全天 滑雪 票 （ 含餐 ）
329311918	[平日]八达岭滑雪场4小时票	1	1	[ 平日 ] 八达岭滑雪场 4 小时 票
324949305	【免预约】南山滑雪场全天滑雪票【周末/节假日】	1	4	免 预约 南山 滑雪场 全天 滑雪 票 【 周末 / 节假日 】
324949303	【免预约】南山滑雪场全天滑雪票【平日】	1	1	免 预约 南山 滑雪场 全天 滑雪 票 【 平日 】
324949302	【免预约】南山滑雪场半天滑雪票【平日】	1	1	免 预约 南山 滑雪场 半天 滑雪 票 【 平日 】
192096715	绍兴乔波冰雪世界成人票 - 四小时滑雪 - 20元当日餐厅抵扣券【周一、周三】	1	4	绍兴 乔波 冰雪世界 成人 票 四 小时 滑雪 -   20 元 当日 餐厅 抵扣 券 【 周一 、 周三 】
336388577	北京云佛滑雪场—平日-4小时（周二至周五）	1	1	北京 云 佛 滑雪场 — 平日 - 4 小时 （ 周二 至 周五 ）
336388208	亚布洛尼（朝阳公园）雪场平日单人戏雪欢乐套票	1	1	亚 布洛 尼 （ 朝阳公园 ） 场 平日 单人 戏 雪 欢乐 套票
336387971	【免预约 电子票】沈阳东北亚滑雪场成人滑雪门票	1	4	【 免 预约   电子票 】 沈阳 东北亚 滑雪场 成人 滑雪 门票
324789167	【节假日】长城岭滑雪场4小时滑雪票（含雪具）	2	4	【 节假日 】 长城 岭 滑雪场 4 小时 滑雪 票 （ 含 雪具 ）
324789166	【节假日】长城岭滑雪场假日全天滑雪票（含雪具）	2	4	【 节假日 】 长城 岭 滑雪场 假日 全天 滑雪 票 （ 含 雪具 ）
324789163	【平日】长城岭滑雪场4小时滑雪票（含雪具）	2	4	【 平日 】 长城 岭 滑雪场 4 小时 滑雪 票 （ 含 雪具 ）
336386106	长春市新立湖滑雪场平日全天门票	1	1	长春市 新 立 湖 滑雪场 平日 全天 门票
336385399	【南阳市】老界岭滑雪场假日4小时滑雪门票	1	3	【 南阳市 】 老 界 岭 滑雪场 假日 4 小时 滑雪 门票
336385398	【南阳市】老界岭滑雪场假日3小时滑雪门票	1	3	【 南阳市 】 老 界 岭 滑雪场 假日 3 小时 滑雪 门票
336385396	【南阳市】老界岭滑雪场平日全天滑雪门票	1	1	【 南阳市 】 老 界 岭 滑雪场 平日 全天 滑雪 门票
336385395	【南阳市】老界岭滑雪场平日4小时滑雪门票	1	1	【 南阳市 】 老 界 岭 滑雪场 平日 4 小时 滑雪 门票
332035182	天桥沟滑雪场周末/节假日成人票	1	4	天桥沟 滑雪场 周末 / 节假日 成人 票
336384700	[平日]商量岗滑雪3小时+大门票	1	1	[ 平日 ] 商量 岗 滑雪 3 小时 + 大 门票
329630504	【平日】雪世界滑雪场全天滑雪票	1	1	【 平日 】 雪世界滑雪场 全天 滑雪 票
329630503	【节假日】雪世界滑雪场半天滑雪票	1	3	【 节假日 】 雪世界滑雪场 半天 滑雪 票
329630501	【平日】雪世界滑雪场半天滑雪票	1	1	【 平日 】 雪世界滑雪场 半天 滑雪 票
329630423	秦皇古道节假日4小时滑雪票	1	3	秦皇 古道 节假日 4 小时 滑雪 票
336383674	J【官方出票】莲花山滑雪场晚场滑雪成人票(含雪具)	2	4	J 【 官方 出票 】 莲花山 滑雪场 晚场 滑雪 成人 票 ( 含 雪具 )
329629703	[节假日]莲花山滑雪4小时滑雪票	1	3	[ 节假日 ] 莲花山 4 小时 滑雪 票
329629701	莲花山滑雪场晚场含雪具滑雪票	2	4	莲花山 滑雪场 晚场 含 雪具 滑雪 票
329629699	[周末] 莲花山滑雪全天滑雪票	1	2	[ 周末 ]   莲花山 全天 滑雪 票
329629698	[平日]莲花山滑雪2小时滑雪票	1	1	[ 平日 ] 莲花山 2 小时 滑雪 票
328054481	军都山滑雪场欢乐通票【通用】	1	4	军都山滑雪场 欢乐 通票 【 通用 】
328054476	军都山滑雪场半天滑雪票【周末】	1	2	军都山滑雪场 半天 滑雪 票 【 周末 】
325244544	军都山滑雪场晚场滑雪票【含餐】	2	4	军都山滑雪场 晚场 滑雪 票 【 含餐 】
325244542	军都山滑雪场半天滑雪票【节假日】	1	3	军都山滑雪场 半天 滑雪 票 【 节假日 】
325244539	军都山滑雪场全天滑雪票【节假日】	1	3	军都山滑雪场 全天 滑雪 票 【 节假日 】
187352454	军都山滑雪场晚场滑雪票【晚场】	1	4	军都山滑雪场 滑雪 票 【 晚场 】
334206051	神农架国际滑雪场2小时滑雪成人票（周末及节假日）	1	4	神农架 国际 滑雪场 2 小时 滑雪 成人 票 （ 周末 及 节假日 ）
336301162	东北亚滑雪场日场滑雪+戏雪学生票（2016.12.13-2017.2.28）	1	4	东北亚 滑雪场 日场 滑雪 + 戏 雪 学生票 （ 2016.12.13-2017.2.28 ）
336301160	东北亚滑雪场日场学生票（2016.12.13-2017.2.28）	1	4	东北亚 滑雪场 日场 学生票 （ 2016.12.13-2017.2.28 ）
336301157	东北亚滑雪场滑雪+戏雪日场成人票（2016.12.13-2017.2.28）	1	4	东北亚 滑雪场 滑雪 + 戏 雪 日场 成人 票 （ 2016.12.13-2017.2.28 ）
333591336	东北亚滑雪场学生票（夜场）（12.13-2.28）	1	4	东北亚 滑雪场 学生票 夜场 （ 12.13-2.28 ）
333591335	东北亚滑雪场学生票（午连夜）（12.10-2.28）	1	4	东北亚 滑雪场 学生票 午 连夜 （ 12.10-2.28 ）
336297429	【开业特惠】金山滑雪场成人票（平日不限时、周末3小时）	1	4	【 开业 特惠 】 金山 滑雪场 成人 票 （ 平日 不限时 、 周末 3 小时 ）
336283592	东北亚滑雪场日场成人票（平日）（2016.12.13-2017.2.28）	1	1	东北亚 滑雪场 日场 成人 票 平日 （ 2016.12.13-2017.2.28 ）
336283590	东北亚滑雪场日场成人票（节假日）（2016.12.31-2017.2.2）	1	3	东北亚 滑雪场 日场 成人 票 节假日 （ 2016.12.31-2017.2.2 ）
336278267	北京万龙八易-（节假日6小时）滑雪套票	1	3	北京 万龙 八 易 - （ 节假日 6 小时 ） 滑雪 套票
336278265	北京万龙八易-（节假日4小时）滑雪套票	1	3	北京 万龙 八 易 - （ 节假日 4 小时 ） 滑雪 套票
336278264	北京万龙八易-（周末6小时）滑雪套票	1	2	北京 万龙 八 易 - （ 周末 6 小时 ） 滑雪 套票
336278262	北京万龙八易-（周末4小时）滑雪套票	1	2	北京 万龙 八 易 - （ 周末 4 小时 ） 滑雪 套票
336278261	北京万龙八易-（平日6小时）滑雪套票	1	1	北京 万龙 八 易 - （ 平日 6 小时 ） 滑雪 套票
336278259	北京万龙八易-（平日4小时）滑雪套票	1	1	北京 万龙 八 易 - （ 平日 4 小时 ） 滑雪 套票
336278258	北京万龙八易-（平日4小时）租板滑雪票	1	1	北京 万龙 八 易 - （ 平日 4 小时 ） 租 板 滑雪 票
336261330	【周四特惠】云佛山滑雪场全天滑雪（12.15、12.22）	1	4	【 周四 特惠 】 云佛山 滑雪场 全天 滑雪 （ 12.15 、 12.22 ）
336261329	【周三特惠】云佛山滑雪场全天滑雪（12.21）	1	4	【 周三 特惠 】 云佛山 滑雪场 全天 滑雪 （ 12.21 ）
336261327	【周一特惠】云佛山滑雪场全天滑雪（12.19）	1	4	【 周一 特惠 】 云佛山 滑雪场 全天 滑雪 （ 12.19 ）
336261301	【辽A自驾票】铁岭金峰滑雪场成人票（2016.11.30-2017.2.28）（需提前1小时预定）（限辽A车牌号使用）	1	4	【 自 驾 】 铁岭 金峰 滑雪场 成人 票 2016.11.30-2017.2.28 需 提前 1 小时 预定 （ 限 辽 A 车牌号 使用 ）
336261226	【含餐+雪圈】玉泉霜雪滑雪场成人票	2	4	【 含餐 + 雪 圈 】 玉泉 霜雪 滑雪场 成人 票
335756587	【平日】天门山冰雪大世界成人票+滑雪漂流	2	4	【 平日 】 天门山 冰雪大世界 成人 票 + 滑雪 漂流
331109279	北京怀北国际滑雪场试滑体验票（圣诞特惠）	1	3	北京 怀 北 国际 滑雪场 试 滑 体验 票 （ 圣诞 特惠 ）
326740216	渔阳滑雪场滑雪票（周末假日4小时）	1	4	渔阳 滑雪场 滑雪 票 （ 周末 假日 4 小时 ）
331643477	北京万科石京龙滑雪场4小时票（周末）	1	2	北京 万科 石京龙滑雪场 4 小时 票 （ 周末 ）
331643476	北京万科石京龙滑雪日场票（平日）	1	1	北京 万科 石京龙 滑雪 日场 票 （ 平日 ）
331643473	北京万科石京龙滑雪场4小时票（平日）	1	1	北京 万科 石京龙滑雪场 4 小时 票 （ 平日 ）
331643472	北京万科石京龙滑雪夜场票	1	4	北京 万科 石京龙 滑雪 夜场 票
331109193	云佛山滑雪场-周末全天	1	2	云佛山 滑雪场 - 周末 全天
331953278	【亲子嬉雪1+1】伏羲岭滑雪场	1	4	【 亲子 嬉 雪 1+1 】 伏羲 岭 滑雪场
331705172	【半价特惠】太舞滑雪场1.5天雪票（自带板）	1	4	【 半价 特惠 】 太 舞 滑雪场 1.5 天雪 票 （ 自带 板 ）
329258872	冰情岛达人汇滑雪场亲子票（2大1小）	1	4	冰 情 岛 达人 汇 滑雪场 亲子 票 （ 2 大 1 小 ）
329258871	冰情岛达人汇滑雪场亲子票（1大1小）	1	4	冰 情 岛 达人 汇 滑雪场 亲子 票 （ 大 1 小 ）
325524380	北京军都山滑雪票（夜场）含餐	2	4	北京 军都山 滑雪 票 （ 夜场 ） 含餐
325524377	北京军都山滑雪票（周末4小时）	1	2	北京 军都山 滑雪 票 （ 周末 4 小时 ）
329835912	玉龙湾滑雪场—周末全天滑雪（初学者）	1	2	玉龙湾 滑雪场 — 周末 全天 滑雪 （ 初学者 ）
335907656	鞍山千山温泉滑雪场成人票（需提前1小时预定）（10:00后非景区取票）	1	4	鞍山 千山 温泉 滑雪场 成人 需 提前 1 小时 预定 （ 10 : 00 后 非 景区 取 票 ）
269067558	彩虹谷滑雪场雪季卡	4	4	彩虹 谷 滑雪场 雪 季卡
329550639	卧虎山滑雪-平日全天票	1	1	卧虎山 滑雪 - 平日 全天 票
323217072	亚布力新西兰滑雪学校2小时成人票+世界第一滑道成人票	1	4	亚布力 新西兰 滑雪 学校 2 小时 + 世界 第 一 滑道 成人 票
329581886	苏峪口滑雪学生票	1	4	苏峪口 滑雪 学生票
329581884	【周末节假日】苏峪口滑雪1小时体验成人票	1	4	【 周末 节假日 】 苏峪口 滑雪 1 小时 体验 成人 票
329581883	【周内不限时】苏峪口滑雪成人票（含雪圈）	2	4	【 周 内 不限时 】 苏峪口 滑雪 成人 票 （ 含 雪 圈 ）
329581880	【周内】苏峪口滑雪1小时体验成人票	1	1	【 周 内 】 苏峪口 滑雪 1 小时 体验 成人 票
327020980	长城岭滑雪场—平日4小时（含雪具）滑雪票	2	4	长城 岭 滑雪场 — 平日 4 小时 （ 含 雪具 ） 滑雪 票
327020978	长城岭滑雪场—平日全天（含雪具）滑雪票	2	4	长城 岭 滑雪场 — 平日 全天 （ 含 雪具 ） 滑雪 票
268969259	长沙三只熊滑雪儿童票	1	4	长沙 三只熊 滑雪 儿童 票
335242987	秦皇古道滑雪场2016/2017季卡	4	4	秦皇 古道 滑雪场 2016 / 2017 季卡
332845412	梅苑山庄滑雪场周末滑雪票【提前两小时】	1	2	梅苑 山庄 滑雪场 周末 滑雪 票 【 提前 两小时 】
330770195	梅苑山庄滑雪场平日滑雪票【提前两小时】	1	1	梅苑 山庄 滑雪场 平日 滑雪 票 【 提前 两小时 】
325493272	【女生特权】单次滑雪课门票	1	4	【 女生 特权 】 单 次 滑雪 课 门票
325493270	【学生专享】单次滑雪课门票	1	4	【 学生 专享 】 单 次 滑雪 课 门票
332845387	五龙滑雪场平时周末通用成人票	1	4	五龙 滑雪场 平时 周末 通用 成人 票
334223639	玉龙滑雪场单人滑雪票(法定节假日)	1	3	玉龙滑雪场 单人 滑雪 票 ( 法定节假日 )
334223637	玉龙滑雪场单人滑雪票(平日)	1	1	玉龙滑雪场 单人 滑雪 票 ( 平日 )
324923778	亚布力雪山滑雪场成人票（2小时）	1	4	亚布力 雪山 滑雪场 成人 票 （ 2 小时 ）
324923776	亚布力雪山滑雪场门票+马拉爬犁+雪上飞碟成人票（2小时）	2	4	亚布力 雪山 滑雪场 门票 马拉 爬犁 + 雪上 飞碟 成人 票 （ 2 小时 ）
334205514	戏冬游乐景区3小时滑雪成人票	1	4	戏 冬 游乐 景区 3 小时 滑雪 成人 票
268954441	北京室内动感3D滑雪场小型滑雪机（含教练）	2	4	北京 室内 动感 3D 滑雪场 小型 滑雪 机 （ 含 教练 ）
325181088	长白山天池雪黑金极限滑雪成人套票	1	4	长白山天池 雪 黑金 极限滑雪 成人 套票
325181086	长白山天池雪黄金极限滑雪成人套票	1	4	长白山天池 雪 黄金 极限滑雪 成人 套票
324926166	长白山天池雪白金极限滑雪成人套票	1	4	长白山天池 雪 白金 极限滑雪 成人 套票
328618546	亚布力好汉岭滑雪场成人票（初级雪道8小时）	1	4	亚布力 好汉 岭 滑雪场 成人 票 （ 初级 雪 道 8 小时 ）
328618545	亚布力好汉岭滑雪场成人票（初级雪道4小时）	1	4	亚布力 好汉 岭 滑雪场 成人 票 （ 初级 雪 道 4 小时 ）
268958561	【高碑店】北京雪乐山室内滑雪——单次门票	1	4	【 高碑店 】 北京雪 乐山 室内 滑雪 —— 单 次 门票
